timestamp,position_x,position_y,position_z,tof_distance,left_data,right_data
1723217083.8996608,0.85887,1.149,0.0,240,15.127587867116034,0.0
1723217084.1096122,0.85885,1.14899,0.0,254,15.031295137217139,0.0
1723217084.315491,0.8589,1.14898,0.0,228,15.031295137217139,0.0
1723217084.331554,0.85889,1.149,0.0,207,15.031295137217139,0.0
1723217084.512438,0.85889,1.14902,0.0,196,15.031295137217139,0.0
1723217084.5289395,0.85889,1.14901,0.0,187,15.031295137217139,0.0
1723217084.6792672,0.85889,1.14899,0.0,185,15.031295137217139,0.0
1723217084.7122874,0.8589,1.14895,0.0,179,15.031295137217139,0.0
1723217084.926796,0.85889,1.14896,0.0,177,15.031295137217139,0.0
1723217085.1315374,0.85893,1.14894,0.0,175,15.031295137217139,0.0
1723217085.1839783,0.85894,1.14895,0.0,171,15.296100144439096,0.0
1723217085.334597,0.85894,1.14892,0.0,171,15.296100144439096,0.0
1723217085.5427582,0.85895,1.14892,0.0,169,15.296100144439096,0.0
1723217085.5427582,0.85894,1.14891,0.0,169,15.296100144439096,0.0
1723217085.6946814,0.85896,1.14895,0.0,169,15.296100144439096,0.0
1723217085.7494006,0.85896,1.14901,0.0,170,15.296100144439096,0.0
1723217085.9485638,0.85897,1.14898,0.0,168,15.296100144439096,0.0
1723217086.1583633,0.85899,1.14903,0.0,168,15.296100144439096,0.0
1723217086.1669226,0.85898,1.14905,0.0,167,15.055368319691866,0.0
1723217086.401131,0.85901,1.14899,0.0,166,15.055368319691866,0.0
1723217086.4495316,0.85925,1.14905,0.0,167,15.055368319691866,0.0
1723217086.5646827,0.85838,1.14889,0.0,168,15.055368319691866,0.0
1723217086.702055,0.85643,1.15136,0.0,168,15.055368319691866,0.0
1723217086.768356,0.85648,1.1516,0.0,167,15.055368319691866,0.0
1723217086.97305,0.85679,1.15052,0.0,168,15.055368319691866,0.0
1723217087.1781666,0.85681,1.15136,0.0,168,15.055368319691866,0.0
1723217087.218311,0.85594,1.1525,0.0,168,15.574414455238045,0.0
1723217087.385524,0.85626,1.15201,0.0,166,15.574414455238045,0.0
1723217087.5854218,0.85745,1.15236,0.0,166,15.574414455238045,0.0
1723217087.725104,0.85596,1.15234,0.0,168,15.574414455238045,0.0
1723217087.8100858,0.85662,1.15304,0.0,166,15.574414455238045,0.0
1723217088.0011978,0.8556,1.15424,0.0,166,15.574414455238045,0.0
1723217088.1953776,0.85579,1.15428,0.0,168,15.574414455238045,0.0
1723217088.2075422,0.85667,1.15427,0.0,166,15.574414455238045,0.0
1723217088.4254262,0.85525,1.15424,0.0,166,15.574414455238045,0.0
1723217088.6124308,0.85497,1.1542,0.0,168,15.223880597014926,0.0
1723217088.629062,0.85628,1.15482,0.0,171,15.223880597014926,0.0
1723217088.7190852,0.85683,1.15402,0.0,182,15.223880597014926,0.0
1723217088.8272314,0.85649,1.1548,0.0,202,15.223880597014926,0.0
1723217089.021253,0.85552,1.15525,0.0,207,15.223880597014926,0.0
1723217089.028366,0.85632,1.15534,0.0,220,15.223880597014926,0.0
1723217089.2250307,0.8568,1.15463,0.0,231,15.223880597014926,0.0
